timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1506690430286,95,1164 /kerriervision/kerriervbo/dispatcher/login-flow,200,OK,HKPC3ITS006_Cargo_Management_Sea_e-Packing_List_Maintenance_1x 14-1,text,true,,48057,738,1,14,94,0,0
1506690430299,140,1124 /kerriervision/kerriervbo/dispatcher/index-flow,200,OK,HKPC3ITS006_Cargo_Management_Air_e-Packing_List_Maintenance_1x 13-1,text,true,,55270,1461,1,14,34,0,0
1506690430440,0,BeanShell Sampler,200,OK,HKPC3ITS006_Cargo_Management_Air_e-Packing_List_Maintenance_1x 13-1,text,true,,659,0,1,14,0,0,0
1506690430382,90,1165 /kerriervision/kerriervbo/dispatcher/login-flow,200,OK,HKPC3ITS006_Cargo_Management_Sea_e-Packing_List_Maintenance_1x 14-1,text,true,,56076,2515,1,14,13,0,0
1506690430440,110,1125 /kerriervision/kerriervbo/dispatcher/index-flow,200,OK,HKPC3ITS006_Cargo_Management_Air_e-Packing_List_Maintenance_1x 13-1,text,true,,54331,738,1,14,110,0,0
1506690430472,102,1166 /kerriervision/kerriervbo/dispatcher/index-flow,200,OK,HKPC3ITS006_Cargo_Management_Sea_e-Packing_List_Maintenance_1x 14-1,text,true,,55246,1461,1,14,11,0,0
1506690430550,24,1126 /kerriervision/kerriervbo/dispatcher/index-flow,200,OK,HKPC3ITS006_Cargo_Management_Air_e-Packing_List_Maintenance_1x 13-1,text,true,,1089,795,1,14,24,0,0
1506690430574,0,BeanShell Sampler,200,OK,HKPC3ITS006_Cargo_Management_Sea_e-Packing_List_Maintenance_1x 14-1,text,true,,659,0,1,14,0,0,0
1506690430574,34,1127 /kerriervision/kerriervbo/dispatcher/showImage-flow,200,OK,HKPC3ITS006_Cargo_Management_Air_e-Packing_List_Maintenance_1x 13-1,bin,true,,2680,639,1,14,34,0,0
1506690396666,32906,CMAPLM_Login,200,"Number of samples in transaction : 13, number of failing samples : 0",HKPC3ITS006_Cargo_Management_Air_e-Packing_List_Maintenance_1x 13-1,,true,,272163,10811,1,14,32580,1035,1
1506690430574,142,1167 /kerriervision/kerriervbo/dispatcher/index-flow,200,OK,HKPC3ITS006_Cargo_Management_Sea_e-Packing_List_Maintenance_1x 14-1,text,true,,54331,738,1,14,142,0,0
1506690428989,1845,592 /kerriervision/kerriervbo/dispatcher/poFollowUp-flow,200,OK,HKPC3ITS006_Vendor_Management_PO_Follow_Up_1x 4-1,text,true,,11780,2072,1,14,1845,0,1
1506690427915,1845,VMPFU_Click Search,200,"Number of samples in transaction : 1, number of failing samples : 0",HKPC3ITS006_Vendor_Management_PO_Follow_Up_1x 4-1,,true,,11780,2072,1,14,1845,1074,1
1506690429897,1007,82 /kerriervision/kerriervbo/dispatcher/vendorAirBooking-flow,200,OK,HKPC3ITS006_Vendor_Management_Air_e_booking_Maintenance(Vendor)_1x 5-1,text,true,,119902,4157,1,14,31,0,2
1506690430717,202,1168 /kerriervision/kerriervbo/dispatcher/index-flow,200,OK,HKPC3ITS006_Cargo_Management_Sea_e-Packing_List_Maintenance_1x 14-1,text,true,,1089,795,1,14,201,0,0
1506690430919,31,1169 /kerriervision/kerriervbo/dispatcher/showImage-flow,200,OK,HKPC3ITS006_Cargo_Management_Sea_e-Packing_List_Maintenance_1x 14-1,bin,true,,2680,639,1,14,31,0,0
1506690404709,25167,CMSPLM_Login,200,"Number of samples in transaction : 13, number of failing samples : 0",HKPC3ITS006_Cargo_Management_Sea_e-Packing_List_Maintenance_1x 14-1,,true,,272166,10811,1,14,24870,1073,0
1506690430337,704,935 /kerriervision/kerriervbo/dispatcher/operationAirBooking-flow,200,OK,HKPC3ITS006_Carrier_Management_Air_Booking_Maintenance(Operation)_1x 8-1,text,true,,9911,1790,1,14,704,0,0
1506690429250,704,CMABM_Click Search,200,"Number of samples in transaction : 1, number of failing samples : 0",HKPC3ITS006_Carrier_Management_Air_Booking_Maintenance(Operation)_1x 8-1,,true,,9911,1790,1,14,704,1087,0
1506690430905,858,83 /kerriervision/kerriervbo/dispatcher/vendorAirBooking-flow,200,OK,HKPC3ITS006_Vendor_Management_Air_e_booking_Maintenance(Vendor)_1x 5-1,text,true,,119077,772,1,14,858,0,0
1506690431763,0,BeanShell Sampler,200,OK,HKPC3ITS006_Vendor_Management_Air_e_booking_Maintenance(Vendor)_1x 5-1,text,true,,688,0,1,14,0,0,0
1506690431764,57,84 /kerriervision/kerriervbo/dispatcher/showImage-flow,200,OK,HKPC3ITS006_Vendor_Management_Air_e_booking_Maintenance(Vendor)_1x 5-1,bin,true,,2709,662,1,14,57,0,0
1506690430212,1637,1017 /kerriervision/kerriervbo/dispatcher/index-flow,200,OK,HKPC3ITS006_Carrier_Management_Air_B/L_Maintenance_1x 10-1,text,true,,97735,2153,1,14,13,0,0
1506690431850,0,BeanShell Sampler,200,OK,HKPC3ITS006_Carrier_Management_Air_B/L_Maintenance_1x 10-1,text,true,,663,0,1,14,0,0,0
1506690431851,23,1023 /kerriervision/kerriervbo/dispatcher/showImage-flow,200,OK,HKPC3ITS006_Carrier_Management_Air_B/L_Maintenance_1x 10-1,bin,true,,2685,643,1,14,20,0,1
1506690429116,1660,CMABLM_Open Air B/L page,200,"Number of samples in transaction : 3, number of failing samples : 0",HKPC3ITS006_Carrier_Management_Air_B/L_Maintenance_1x 10-1,,true,,101083,2796,1,14,33,1097,1
1506690431821,77,85 /kerriervision/kerriervbo/dispatcher/vendorAirBooking-flow,200,OK,HKPC3ITS006_Vendor_Management_Air_e_booking_Maintenance(Vendor)_1x 5-1,text,true,,9310,929,1,14,77,0,0
1506690431898,20,87 /kerriervision/kerriervbo/dispatcher/vendorAirBooking-flow,200,OK,HKPC3ITS006_Vendor_Management_Air_e_booking_Maintenance(Vendor)_1x 5-1,text,true,,1203,936,1,14,20,0,2
1506690430140,1851,1100 /kerriervision/kerriervbo/dispatcher/index-flow,200,OK,HKPC3ITS006_Carrier_Management_My_Shipment_1x 12-1,text,true,,114146,2191,1,14,15,0,0
1506690431992,0,BeanShell Sampler,200,OK,HKPC3ITS006_Carrier_Management_My_Shipment_1x 12-1,text,true,,654,0,1,14,0,0,0
1506690393083,38973,804 /kerriervision/kerriervbo/dispatcher/login-flow,200,OK,HKPC3ITS006_Vendor_Management_Discrepancy_Approval_1x 7-1,text,true,,2013,1558,1,14,38759,0,2
1506690432056,1,BeanShell Sampler,200,OK,HKPC3ITS006_Vendor_Management_Discrepancy_Approval_1x 7-1,text,true,,649,0,1,14,0,0,0
1506690432057,41,805 /kerriervision/kerriervbo/dispatcher/login-flow,200,OK,HKPC3ITS006_Vendor_Management_Discrepancy_Approval_1x 7-1,text,true,,1125,634,1,14,41,0,0
1506690393068,39181,130 /kerriervision/kerriervbo/dispatcher/login-flow,200,OK,HKPC3ITS006_Vendor_Management_Sea_e-booking_Mantenance(Vendor)_1x 6-1,text,true,,2025,1558,1,14,39112,0,2
1506690432249,0,BeanShell Sampler,200,OK,HKPC3ITS006_Vendor_Management_Sea_e-booking_Mantenance(Vendor)_1x 6-1,text,true,,661,0,1,14,0,0,0
1506690432098,155,806 /kerriervision/kerriervbo/dispatcher/login-flow,200,OK,HKPC3ITS006_Vendor_Management_Discrepancy_Approval_1x 7-1,text,true,,48950,1733,1,14,68,0,0
1506690432253,0,BeanShell Sampler,200,OK,HKPC3ITS006_Vendor_Management_Discrepancy_Approval_1x 7-1,text,true,,649,0,1,14,0,0,0
1506690432249,12,131 /kerriervision/kerriervbo/dispatcher/login-flow,200,OK,HKPC3ITS006_Vendor_Management_Sea_e-booking_Mantenance(Vendor)_1x 6-1,text,true,,1137,634,1,14,12,0,0
1506690432253,109,807 /kerriervision/kerriervbo/dispatcher/login-flow,200,OK,HKPC3ITS006_Vendor_Management_Discrepancy_Approval_1x 7-1,text,true,,48021,738,1,14,109,0,0
1506690431918,476,86 /kerriervision/kerriervbo/dispatcher/vendorAirBooking-flow,200,OK,HKPC3ITS006_Vendor_Management_Air_e_booking_Maintenance(Vendor)_1x 5-1,text,true,,6732,1833,1,14,476,0,0
1506690428802,2495,VMAM_Click Back Button,200,"Number of samples in transaction : 7, number of failing samples : 0",HKPC3ITS006_Vendor_Management_Air_e_booking_Maintenance(Vendor)_1x 5-1,,true,,259621,9289,1,14,1519,1096,4
1506690432261,170,132 /kerriervision/kerriervbo/dispatcher/login-flow,200,OK,HKPC3ITS006_Vendor_Management_Sea_e-booking_Mantenance(Vendor)_1x 6-1,text,true,,48956,1733,1,14,92,0,0
1506690432431,1,BeanShell Sampler,200,OK,HKPC3ITS006_Vendor_Management_Sea_e-booking_Mantenance(Vendor)_1x 6-1,text,true,,661,0,1,14,0,0,0
1506690432432,112,133 /kerriervision/kerriervbo/dispatcher/login-flow,200,OK,HKPC3ITS006_Vendor_Management_Sea_e-booking_Mantenance(Vendor)_1x 6-1,text,true,,48033,738,1,14,112,0,0
1506690432362,196,808 /kerriervision/kerriervbo/dispatcher/login-flow,200,OK,HKPC3ITS006_Vendor_Management_Discrepancy_Approval_1x 7-1,text,true,,56048,2515,1,14,43,0,0
1506690432558,125,809 /kerriervision/kerriervbo/dispatcher/index-flow,200,OK,HKPC3ITS006_Vendor_Management_Discrepancy_Approval_1x 7-1,text,true,,55241,1461,1,14,55,0,0
1506690432683,0,BeanShell Sampler,200,OK,HKPC3ITS006_Vendor_Management_Discrepancy_Approval_1x 7-1,text,true,,648,0,1,14,0,0,0
1506690431992,701,1102 /kerriervision/kerriervbo/dispatcher/myShipment-flow,200,OK,HKPC3ITS006_Carrier_Management_My_Shipment_1x 12-1,text,true,,112291,717,1,14,701,0,0
1506690432693,20,1105 /kerriervision/kerriervbo/dispatcher/showImage-flow,200,OK,HKPC3ITS006_Carrier_Management_My_Shipment_1x 12-1,bin,true,,2747,644,1,14,20,0,2
1506690429123,2572,CMMS_Open My Shipment page,200,"Number of samples in transaction : 4, number of failing samples : 0",HKPC3ITS006_Carrier_Management_My_Shipment_1x 12-1,,true,,229838,3552,1,14,736,1017,2
1506690432544,193,134 /kerriervision/kerriervbo/dispatcher/login-flow,200,OK,HKPC3ITS006_Vendor_Management_Sea_e-booking_Mantenance(Vendor)_1x 6-1,text,true,,56068,2515,1,14,68,0,0
1506690432684,81,810 /kerriervision/kerriervbo/dispatcher/index-flow,200,OK,HKPC3ITS006_Vendor_Management_Discrepancy_Approval_1x 7-1,text,true,,54306,738,1,14,81,0,0
1506690432766,29,811 /kerriervision/kerriervbo/dispatcher/index-flow,200,OK,HKPC3ITS006_Vendor_Management_Discrepancy_Approval_1x 7-1,text,true,,1078,795,1,14,29,0,0
1506690432795,21,812 /kerriervision/kerriervbo/dispatcher/showImage-flow,200,OK,HKPC3ITS006_Vendor_Management_Discrepancy_Approval_1x 7-1,bin,true,,2670,639,1,14,21,0,0
1506690392058,39732,VMDA_Login,200,"Number of samples in transaction : 13, number of failing samples : 0",HKPC3ITS006_Vendor_Management_Discrepancy_Approval_1x 7-1,,true,,271960,10811,1,14,39206,1025,2
1506690432737,91,135 /kerriervision/kerriervbo/dispatcher/index-flow,200,OK,HKPC3ITS006_Vendor_Management_Sea_e-booking_Mantenance(Vendor)_1x 6-1,text,true,,55254,1461,1,14,11,0,0
1506690432828,0,BeanShell Sampler,200,OK,HKPC3ITS006_Vendor_Management_Sea_e-booking_Mantenance(Vendor)_1x 6-1,text,true,,661,0,1,14,0,0,0
1506690432828,77,136 /kerriervision/kerriervbo/dispatcher/index-flow,200,OK,HKPC3ITS006_Vendor_Management_Sea_e-booking_Mantenance(Vendor)_1x 6-1,text,true,,54313,738,1,14,77,0,0
1506690432905,20,137 /kerriervision/kerriervbo/dispatcher/index-flow,200,OK,HKPC3ITS006_Vendor_Management_Sea_e-booking_Mantenance(Vendor)_1x 6-1,text,true,,1091,795,1,14,20,0,0
1506690431775,1,BeanShell Sampler,200,OK,HKPC3ITS005_Cargo_Management_Air_e-Packing_List_Maintenance_1x 13-1,text,true,,658,0,1,14,0,0,0
1506690431531,20,1168 /kerriervision/kerriervbo/dispatcher/index-flow,200,OK,HKPC3ITS005_Cargo_Management_Sea_e-Packing_List_Maintenance_1x 14-1,text,true,,1089,795,1,14,20,0,0
1506690431780,40,1169 /kerriervision/kerriervbo/dispatcher/showImage-flow,200,OK,HKPC3ITS005_Cargo_Management_Sea_e-Packing_List_Maintenance_1x 14-1,bin,true,,2680,639,1,14,40,0,0
1506690404790,25757,CMSPLM_Login,200,"Number of samples in transaction : 13, number of failing samples : 0",HKPC3ITS005_Cargo_Management_Sea_e-Packing_List_Maintenance_1x 14-1,,true,,272126,10811,1,14,25482,1274,0
1506690431338,495,86 /kerriervision/kerriervbo/dispatcher/vendorAirBooking-flow,200,OK,HKPC3ITS005_Vendor_Management_Air_e_booking_Maintenance(Vendor)_1x 5-1,text,true,,6732,1833,1,14,495,0,0
1506690428426,2380,VMAM_Click Back Button,200,"Number of samples in transaction : 7, number of failing samples : 0",HKPC3ITS005_Vendor_Management_Air_e_booking_Maintenance(Vendor)_1x 5-1,,true,,259660,9289,1,14,1639,1027,1
1506690431776,84,1125 /kerriervision/kerriervbo/dispatcher/index-flow,200,OK,HKPC3ITS005_Cargo_Management_Air_e-Packing_List_Maintenance_1x 13-1,text,true,,54337,738,1,14,84,0,0
1506690431860,22,1126 /kerriervision/kerriervbo/dispatcher/index-flow,200,OK,HKPC3ITS005_Cargo_Management_Air_e-Packing_List_Maintenance_1x 13-1,text,true,,1089,795,1,14,22,0,0
1506690431882,23,1127 /kerriervision/kerriervbo/dispatcher/showImage-flow,200,OK,HKPC3ITS005_Cargo_Management_Air_e-Packing_List_Maintenance_1x 13-1,bin,true,,2680,639,1,14,23,0,0
1506690404818,25899,CMAPLM_Login,200,"Number of samples in transaction : 13, number of failing samples : 0",HKPC3ITS005_Cargo_Management_Air_e-Packing_List_Maintenance_1x 13-1,,true,,272148,10811,1,14,25632,1189,0
1506690431991,18,836 /kerriervision/kerriervbo/dispatcher/discrepancyApproval-flow,200,OK,HKPC3ITS005_Vendor_Management_Discrepancy_Approval_1x 7-1,text,true,,1008,910,1,14,18,0,0
1506690432009,23,837 /kerriervision/kerriervbo/dispatcher/discrepancyApproval-flow,200,OK,HKPC3ITS005_Vendor_Management_Discrepancy_Approval_1x 7-1,text,true,,1009,910,1,14,23,0,0
1506690393009,39024,227 /kerriervision/kerriervbo/dispatcher/login-flow,200,OK,HKPC3ITS005_Report_Analysis_Report_1x 2-1,text,true,,1996,1558,1,14,38668,0,0
1506690432033,0,BeanShell Sampler,200,OK,HKPC3ITS005_Report_Analysis_Report_1x 2-1,text,true,,633,0,1,14,0,0,0
1506690431353,692,579 /kerriervision/kerriervbo/dispatcher/poFollowUp-flow,200,OK,HKPC3ITS005_Vendor_Management_PO_Follow_Up_1x 4-1,text,true,,132571,717,1,14,692,0,1
1506690432033,17,838 /kerriervision/kerriervbo/dispatcher/discrepancyApproval-flow,200,OK,HKPC3ITS005_Vendor_Management_Discrepancy_Approval_1x 7-1,text,true,,1008,910,1,14,17,0,0
1506690393033,39025,901 /kerriervision/kerriervbo/dispatcher/login-flow,200,OK,HKPC3ITS005_Carrier_Management_Air_Booking_Maintenance(Operation)_1x 8-1,text,true,,2025,1559,1,14,38964,0,0
1506690432058,0,BeanShell Sampler,200,OK,HKPC3ITS005_Carrier_Management_Air_Booking_Maintenance(Operation)_1x 8-1,text,true,,662,0,1,14,0,0,0
1506690432050,17,839 /kerriervision/kerriervbo/dispatcher/discrepancyApproval-flow,200,OK,HKPC3ITS005_Vendor_Management_Discrepancy_Approval_1x 7-1,text,true,,1008,910,1,14,17,0,0
1506690432033,42,228 /kerriervision/kerriervbo/dispatcher/login-flow,200,OK,HKPC3ITS005_Report_Analysis_Report_1x 2-1,text,true,,1109,634,1,14,42,0,0
1506690432067,27,840 /kerriervision/kerriervbo/dispatcher/discrepancyApproval-flow,200,OK,HKPC3ITS005_Vendor_Management_Discrepancy_Approval_1x 7-1,text,true,,1009,910,1,14,27,0,0
1506690432094,17,841 /kerriervision/kerriervbo/dispatcher/discrepancyApproval-flow,200,OK,HKPC3ITS005_Vendor_Management_Discrepancy_Approval_1x 7-1,text,true,,1009,910,1,14,17,0,0
1506690432046,100,582 /kerriervision/kerriervbo/dispatcher/showImage-flow,200,OK,HKPC3ITS005_Vendor_Management_PO_Follow_Up_1x 4-1,bin,true,,2729,644,1,14,100,0,0
1506690428270,2794,VMPFU_Open PO Follow Up Page,200,"Number of samples in transaction : 4, number of failing samples : 0",HKPC3ITS005_Vendor_Management_PO_Follow_Up_1x 4-1,,true,,270184,3517,1,14,804,1082,1
1506690432058,94,902 /kerriervision/kerriervbo/dispatcher/login-flow,200,OK,HKPC3ITS005_Carrier_Management_Air_Booking_Maintenance(Operation)_1x 8-1,text,true,,1138,634,1,14,94,0,0
1506690432111,97,842 /kerriervision/kerriervbo/dispatcher/discrepancyApproval-flow,200,OK,HKPC3ITS005_Vendor_Management_Discrepancy_Approval_1x 7-1,text,true,,9271,923,1,14,97,0,0
1506690432075,135,229 /kerriervision/kerriervbo/dispatcher/login-flow,200,OK,HKPC3ITS005_Report_Analysis_Report_1x 2-1,text,true,,48934,1733,1,14,80,0,0
1506690432210,0,BeanShell Sampler,200,OK,HKPC3ITS005_Report_Analysis_Report_1x 2-1,text,true,,633,0,1,14,0,0,0
1506690432208,36,843 /kerriervision/kerriervbo/dispatcher/discrepancyApproval-flow,200,OK,HKPC3ITS005_Vendor_Management_Discrepancy_Approval_1x 7-1,text,true,,1431,914,1,14,36,0,0
1506690430983,252,VMDA_Input keyword and select company in the list,200,"Number of samples in transaction : 8, number of failing samples : 0",HKPC3ITS005_Vendor_Management_Discrepancy_Approval_1x 7-1,,true,,16753,7297,1,14,252,1010,0
1506690432152,106,903 /kerriervision/kerriervbo/dispatcher/login-flow,200,OK,HKPC3ITS005_Carrier_Management_Air_Booking_Maintenance(Operation)_1x 8-1,text,true,,45391,1734,1,14,18,0,0
1506690432258,0,BeanShell Sampler,200,OK,HKPC3ITS005_Carrier_Management_Air_Booking_Maintenance(Operation)_1x 8-1,text,true,,662,0,1,14,0,0,0
1506690432210,135,230 /kerriervision/kerriervbo/dispatcher/login-flow,200,OK,HKPC3ITS005_Report_Analysis_Report_1x 2-1,text,true,,48018,738,1,14,135,0,0
1506690432258,150,904 /kerriervision/kerriervbo/dispatcher/login-flow,200,OK,HKPC3ITS005_Carrier_Management_Air_Booking_Maintenance(Operation)_1x 8-1,text,true,,44446,738,1,14,150,0,0
1506690432345,116,231 /kerriervision/kerriervbo/dispatcher/login-flow,200,OK,HKPC3ITS005_Report_Analysis_Report_1x 2-1,text,true,,56039,2515,1,14,36,0,0
1506690432401,70,1024 /kerriervision/kerriervbo/dispatcher/hawbMaint-flow,200,OK,HKPC3ITS005_Carrier_Management_Air_B/L_Maintenance_1x 10-1,text,true,,2067,886,1,14,70,0,0
1506690431356,70,CMABLM_Input keyword and select company in the list,200,"Number of samples in transaction : 1, number of failing samples : 0",HKPC3ITS005_Carrier_Management_Air_B/L_Maintenance_1x 10-1,,true,,2067,886,1,14,70,1045,0
1506690432461,140,232 /kerriervision/kerriervbo/dispatcher/index-flow,200,OK,HKPC3ITS005_Report_Analysis_Report_1x 2-1,text,true,,55226,1461,1,14,59,0,0
1506690432601,1,BeanShell Sampler,200,OK,HKPC3ITS005_Report_Analysis_Report_1x 2-1,text,true,,632,0,1,14,0,0,0
1506690432408,216,905 /kerriervision/kerriervbo/dispatcher/login-flow,200,OK,HKPC3ITS005_Carrier_Management_Air_Booking_Maintenance(Operation)_1x 8-1,text,true,,52470,2515,1,14,50,0,0
1506690431397,1253,1061 /kerriervision/kerriervbo/dispatcher/hblMaint-flow,200,OK,HKPC3ITS005_Carrier_Management_Sea_B/L_Maintenance_1x 11-1,text,true,,95974,715,1,14,1252,0,1
1506690432602,70,233 /kerriervision/kerriervbo/dispatcher/index-flow,200,OK,HKPC3ITS005_Report_Analysis_Report_1x 2-1,text,true,,54306,738,1,14,70,0,0
1506690432005,677,149 /kerriervision/kerriervbo/dispatcher/vendorSeaBooking-flow,200,OK,HKPC3ITS005_Vendor_Management_Sea_e-booking_Mantenance(Vendor)_1x 6-1,text,true,,9001,1916,1,14,676,0,0
1506690430995,677,VMSM_Click Search,200,"Number of samples in transaction : 1, number of failing samples : 0",HKPC3ITS005_Vendor_Management_Sea_e-booking_Mantenance(Vendor)_1x 6-1,,true,,9001,1916,1,14,676,1010,0
1506690432651,34,1064 /kerriervision/kerriervbo/dispatcher/showImage-flow,200,OK,HKPC3ITS005_Carrier_Management_Sea_B/L_Maintenance_1x 11-1,bin,true,,2754,642,1,14,34,0,0
1506690428247,3423,CMSBLM_Open Sea B/L page,200,"Number of samples in transaction : 4, number of failing samples : 0",HKPC3ITS005_Carrier_Management_Sea_B/L_Maintenance_1x 11-1,,true,,197046,3507,1,14,1299,1014,1
1506690432674,37,234 /kerriervision/kerriervbo/dispatcher/index-flow,200,OK,HKPC3ITS005_Report_Analysis_Report_1x 2-1,text,true,,1063,795,1,14,37,0,0
1506690432712,15,235 /kerriervision/kerriervbo/dispatcher/showImage-flow,200,OK,HKPC3ITS005_Report_Analysis_Report_1x 2-1,bin,true,,2654,639,1,14,15,0,0
1506690391951,39715,RAR_Login,200,"Number of samples in transaction : 13, number of failing samples : 0",HKPC3ITS005_Report_Analysis_Report_1x 2-1,,true,,271789,10811,1,14,39142,1061,0
1506690432624,121,906 /kerriervision/kerriervbo/dispatcher/index-flow,200,OK,HKPC3ITS005_Carrier_Management_Air_Booking_Maintenance(Operation)_1x 8-1,text,true,,51670,1461,1,14,49,0,0
1506690432745,0,BeanShell Sampler,200,OK,HKPC3ITS005_Carrier_Management_Air_Booking_Maintenance(Operation)_1x 8-1,text,true,,662,0,1,14,0,0,0
1506690432745,73,907 /kerriervision/kerriervbo/dispatcher/index-flow,200,OK,HKPC3ITS005_Carrier_Management_Air_Booking_Maintenance(Operation)_1x 8-1,text,true,,50751,738,1,14,73,0,0
1506690432818,25,908 /kerriervision/kerriervbo/dispatcher/index-flow,200,OK,HKPC3ITS005_Carrier_Management_Air_Booking_Maintenance(Operation)_1x 8-1,text,true,,1092,795,1,14,25,0,0
1506690432843,16,909 /kerriervision/kerriervbo/dispatcher/showImage-flow,200,OK,HKPC3ITS005_Carrier_Management_Air_Booking_Maintenance(Operation)_1x 8-1,bin,true,,2683,639,1,14,16,0,0
1506690392014,39826,CMABM_Login,200,"Number of samples in transaction : 13, number of failing samples : 0",HKPC3ITS005_Carrier_Management_Air_Booking_Maintenance(Operation)_1x 8-1,,true,,254227,10813,1,14,39439,1018,0
1506690429412,3662,158 /kerriervision/kerriervbo/dispatcher/index-flow,200,OK,HKPC3ITS005_Report_Virtual_Buying_Office_1x 1-1,text,true,,144605,2150,1,14,22,0,1
1506690429376,3807,1100 /kerriervision/kerriervbo/dispatcher/index-flow,200,OK,HKPC3ITS005_Carrier_Management_My_Shipment_1x 12-1,text,true,,114126,2191,1,14,38,0,0
1506690433184,0,BeanShell Sampler,200,OK,HKPC3ITS005_Carrier_Management_My_Shipment_1x 12-1,text,true,,655,0,1,14,0,0,0
1506690432960,295,1142 /kerriervision/kerriervbo/dispatcher/index-flow,200,OK,HKPC3ITS005_Cargo_Management_Air_e-Packing_List_Maintenance_1x 13-1,text,true,,59775,2171,1,14,27,0,0
1506690433255,0,BeanShell Sampler,200,OK,HKPC3ITS005_Cargo_Management_Air_e-Packing_List_Maintenance_1x 13-1,text,true,,672,0,1,14,0,0,0
1506690433259,58,588 /kerriervision/kerriervbo/dispatcher/poFollowUp-flow,200,OK,HKPC3ITS005_Vendor_Management_PO_Follow_Up_1x 4-1,text,true,,1222,818,1,14,58,0,0
1506690433075,286,159 /kerriervision/kerriervbo/dispatcher/vboMaint-flow,200,OK,HKPC3ITS005_Report_Virtual_Buying_Office_1x 1-1,text,true,,143807,1415,1,14,20,0,2
1506690433317,72,589 /kerriervision/kerriervbo/dispatcher/poFollowUp-flow,200,OK,HKPC3ITS005_Vendor_Management_PO_Follow_Up_1x 4-1,text,true,,1051,929,1,14,72,0,0
1506690433256,303,1144 /kerriervision/kerriervbo/dispatcher/airEPackingList-flow,200,OK,HKPC3ITS005_Cargo_Management_Air_e-Packing_List_Maintenance_1x 13-1,text,true,,58061,722,1,14,303,0,0
1506690432881,683,1184 /kerriervision/kerriervbo/dispatcher/index-flow,200,OK,HKPC3ITS005_Cargo_Management_Sea_e-Packing_List_Maintenance_1x 14-1,text,true,,59783,2171,1,14,12,0,0
1506690433565,0,BeanShell Sampler,200,OK,HKPC3ITS005_Cargo_Management_Sea_e-Packing_List_Maintenance_1x 14-1,text,true,,672,0,1,14,0,0,0
1506690433389,192,590 /kerriervision/kerriervbo/dispatcher/poFollowUp-flow,200,OK,HKPC3ITS005_Vendor_Management_PO_Follow_Up_1x 4-1,text,true,,2345,886,1,14,192,0,39
1506690433184,413,1102 /kerriervision/kerriervbo/dispatcher/myShipment-flow,200,OK,HKPC3ITS005_Carrier_Management_My_Shipment_1x 12-1,text,true,,112303,717,1,14,413,0,2
1506690433560,46,1146 /kerriervision/kerriervbo/dispatcher/showImage-flow,200,OK,HKPC3ITS005_Cargo_Management_Air_e-Packing_List_Maintenance_1x 13-1,bin,true,,2764,649,1,14,46,0,3
1506690431905,644,CMAPLM_Open Air e-Packing page,200,"Number of samples in transaction : 4, number of failing samples : 0",HKPC3ITS005_Cargo_Management_Air_e-Packing_List_Maintenance_1x 13-1,,true,,121272,3542,1,14,376,1056,3
1506690433362,257,160 /kerriervision/kerriervbo/dispatcher/vboMaint-flow,200,OK,HKPC3ITS005_Report_Virtual_Buying_Office_1x 1-1,text,true,,142957,715,1,14,257,0,0
1506690433619,1,BeanShell Sampler,200,OK,HKPC3ITS005_Report_Virtual_Buying_Office_1x 1-1,text,true,,633,0,1,14,0,0,0
1506690433620,16,170 /kerriervision/kerriervbo/dispatcher/showImage-flow,200,OK,HKPC3ITS005_Report_Virtual_Buying_Office_1x 1-1,bin,true,,2657,642,1,14,16,0,0
1506690428307,4222,RVBO_Open Report Page,200,"Number of samples in transaction : 5, number of failing samples : 0",HKPC3ITS005_Report_Virtual_Buying_Office_1x 1-1,,true,,434659,4922,1,14,315,1106,3
1506690433581,105,591 /kerriervision/kerriervbo/dispatcher/poFollowUp-flow,200,OK,HKPC3ITS005_Vendor_Management_PO_Follow_Up_1x 4-1,text,true,,20118,958,1,14,105,0,0
1506690432146,427,VMPFU_Input keyword and select company in the list,200,"Number of samples in transaction : 4, number of failing samples : 0",HKPC3ITS005_Vendor_Management_PO_Follow_Up_1x 4-1,,true,,24736,3591,1,14,427,1112,39
1506690433597,89,1105 /kerriervision/kerriervbo/dispatcher/showImage-flow,200,OK,HKPC3ITS005_Carrier_Management_My_Shipment_1x 12-1,bin,true,,2746,644,1,14,89,0,0
1506690428298,4309,CMMS_Open My Shipment page,200,"Number of samples in transaction : 4, number of failing samples : 0",HKPC3ITS005_Carrier_Management_My_Shipment_1x 12-1,,true,,229830,3552,1,14,540,1078,2
1506690433565,158,1186 /kerriervision/kerriervbo/dispatcher/seaEPackingList-flow,200,OK,HKPC3ITS005_Cargo_Management_Sea_e-Packing_List_Maintenance_1x 14-1,text,true,,58058,722,1,14,158,0,8
1506690433723,16,1188 /kerriervision/kerriervbo/dispatcher/showImage-flow,200,OK,HKPC3ITS005_Cargo_Management_Sea_e-Packing_List_Maintenance_1x 14-1,bin,true,,2763,649,1,14,16,0,0
